code_udi,sentence,population
002001038,Votre réseau alimente de façon permanente 1571 personnes.,1571
002001043,Votre réseau alimente de façon permanente 210 personnes.,210
002001048,Votre réseau alimente de façon permanente 2918 personnes.,2918
002001064,Votre réseau alimente de façon permanente 24667 personnes.,24667
002001077,Votre réseau alimente de façon permanente 5076 personnes.,5076
002001084,Votre réseau alimente de façon permanente 6089 personnes.,6089
002001091,Votre réseau alimente de façon permanente 1525 personnes.,1525
002001104,Votre réseau alimente de façon permanente 2874 personnes.,2874
002001116,Votre réseau alimente de façon permanente 1388 personnes.,1388
002001121,Votre réseau alimente de façon permanente 333 personnes.,333
002001128,Votre réseau alimente de façon permanente 281 personnes.,281
002001132,Votre réseau alimente de façon permanente 105 personnes.,105
002001136,Votre réseau alimente de façon permanente 421 personnes.,421
002001142,Votre réseau alimente de façon permanente 148 personnes.,148
002001147,Votre réseau alimente de façon permanente 964 personnes.,964
002001149,Votre réseau alimente de façon permanente 1170 personnes.,1170
002001163,Votre réseau alimente de façon permanente 2239 personnes.,2239
002001166,Votre réseau alimente de façon permanente 195 personnes.,195
002001179,Votre réseau alimente de façon permanente 660 personnes.,660
002001196,Votre réseau alimente de façon permanente 1230 personnes.,1230
002001201,Votre réseau alimente de façon permanente 14346 personnes.,14346
002001223,Votre réseau alimente de façon permanente 3486 personnes.,3486
002001233,Votre réseau alimente de façon permanente 2008 personnes.,2008
002001238,Votre réseau alimente de façon permanente 539 personnes.,539
002001241,Votre réseau alimente de façon permanente 402 personnes.,402
002001250,Votre réseau alimente de façon permanente 1515 personnes.,1515
002001261,Votre réseau alimente de façon permanente 4337 personnes.,4337
002001273,Votre réseau alimente de façon permanente 399 personnes.,399
002001277,Votre réseau alimente de façon permanente 669 personnes.,669
002001281,Votre réseau alimente de façon permanente 1647 personnes.,1647
002001288,Votre réseau alimente de façon permanente 756 personnes.,756
002001291,Votre réseau alimente de façon permanente 1456 personnes.,1456
002001298,Votre réseau alimente de façon permanente 375 personnes.,375
002001304,Votre réseau alimente de façon permanente 4057 personnes.,4057
002001310,Votre réseau alimente de façon permanente 2434 personnes.,2434
002001315,Votre réseau alimente de façon permanente 387 personnes.,387
002001320,Votre réseau alimente de façon permanente 25549 personnes.,25549
002001327,Votre réseau alimente de façon permanente 2811 personnes.,2811
002001333,Votre réseau alimente de façon permanente 2561 personnes.,2561
002001338,Votre réseau alimente de façon permanente 2685 personnes.,2685
002001345,Votre réseau alimente de façon permanente 1374 personnes.,1374
002001353,Votre réseau alimente de façon permanente 6555 personnes.,6555
002001361,Votre réseau alimente de façon permanente 7920 personnes.,7920
002001365,Votre réseau alimente de façon permanente 716 personnes.,716
002001370,Votre réseau alimente de façon permanente 295 personnes.,295
002001381,Votre réseau alimente de façon permanente 1586 personnes.,1586
002001387,Votre réseau alimente de façon permanente 2439 personnes.,2439
002001396,Votre réseau alimente de façon permanente 1693 personnes.,1693
002001399,Votre réseau alimente de façon permanente 925 personnes.,925
002001407,Votre réseau alimente de façon permanente 278 personnes.,278
002001410,Votre réseau alimente de façon permanente 1632 personnes.,1632
002001415,Votre réseau alimente de façon permanente 913 personnes.,913
002001419,Votre réseau alimente de façon permanente 17 personnes.,17
002001429,Votre réseau alimente de façon permanente 15464 personnes.,15464
002001439,Votre réseau alimente de façon permanente 2419 personnes.,2419
002001450,Votre réseau alimente de façon permanente 10676 personnes.,10676
002001451,Votre réseau alimente de façon permanente 818 personnes.,818
002001457,Votre réseau alimente de façon permanente 1793 personnes.,1793
002001459,Votre réseau alimente de façon permanente 74 personnes.,74
002001464,Votre réseau alimente de façon permanente 7423 personnes.,7423
002001482,Votre réseau alimente de façon permanente 6074 personnes.,6074
002001496,Votre réseau alimente de façon permanente 534 personnes.,534
002001497,Votre réseau alimente de façon permanente 10 personnes.,10
002001524,Votre réseau alimente de façon permanente 33745 personnes.,33745
002001547,Votre réseau alimente de façon permanente 706 personnes.,706
002001551,Votre réseau alimente de façon permanente 3557 personnes.,3557
002001552,Votre réseau alimente de façon permanente 847 personnes.,847
002001554,Votre réseau alimente de façon permanente 34 personnes.,34
002001563,Votre réseau alimente de façon permanente 2912 personnes.,2912
002001568,Votre réseau alimente de façon permanente 745 personnes.,745
002001572,Votre réseau alimente de façon permanente 639 personnes.,639
002001577,Votre réseau alimente de façon permanente 346 personnes.,346
002001580,Votre réseau alimente de façon permanente 2847 personnes.,2847
002001585,Votre réseau alimente de façon permanente 2303 personnes.,2303
002001590,Votre réseau alimente de façon permanente 12882 personnes.,12882
002001598,Votre réseau alimente de façon permanente 5434 personnes.,5434
002001607,Votre réseau alimente de façon permanente 10176 personnes.,10176
002001615,Votre réseau alimente de façon permanente 2279 personnes.,2279
002001623,Votre réseau alimente de façon permanente 14 personnes.,14
002001628,Votre réseau alimente de façon permanente 3528 personnes.,3528
002001648,Votre réseau alimente de façon permanente 552 personnes.,552
002001652,Votre réseau alimente de façon permanente 817 personnes.,817
002001655,Votre réseau alimente de façon permanente 83 personnes.,83
002001658,Votre réseau alimente de façon permanente 116 personnes.,116
002001660,Votre réseau alimente de façon permanente 111 personnes.,111
002001661,Votre réseau alimente de façon permanente 358 personnes.,358
002001669,Votre réseau alimente de façon permanente 340 personnes.,340
002001671,Votre réseau alimente de façon permanente 178 personnes.,178
002001678,Votre réseau alimente de façon permanente 5960 personnes.,5960
002001679,Votre réseau alimente de façon permanente 8263 personnes.,8263
002001691,Votre réseau alimente de façon permanente 735 personnes.,735
002001693,Votre réseau alimente de façon permanente 1134 personnes.,1134
002001708,Votre réseau alimente de façon permanente 37081 personnes.,37081
002001716,Votre réseau alimente de façon permanente 19598 personnes.,19598
002001719,Votre réseau alimente de façon permanente 312 personnes.,312
002001773,Votre réseau alimente de façon permanente 43 personnes.,43
002001779,Votre réseau alimente de façon permanente 958 personnes.,958
002002045,Votre réseau alimente de façon permanente 3608 personnes.,3608
002002053,Votre réseau alimente de façon permanente 1078 personnes.,1078
002002069,Votre réseau alimente de façon permanente 28 personnes.,28
002002107,Votre réseau alimente de façon permanente 10 personnes.,10
002003773,Votre réseau alimente de façon permanente 139 personnes.,139
002003777,Votre réseau alimente de façon permanente 622 personnes.,622
002003813,Votre réseau alimente de façon permanente 272 personnes.,272
002004256,Votre réseau alimente de façon permanente 393 personnes.,393
003000300,Votre réseau alimente de façon permanente 1017 personnes.,1017
003000301,Votre réseau alimente de façon permanente 10629 personnes.,10629
003000302,Votre réseau alimente de façon permanente 766 personnes.,766
003000304,Votre réseau alimente de façon permanente 1305 personnes.,1305
003000305,Votre réseau alimente de façon permanente 85 personnes.,85
003000309,Votre réseau alimente de façon permanente 18 personnes.,18
003000311,Votre réseau alimente de façon permanente 306 personnes.,306
003000313,Votre réseau alimente de façon permanente 32 personnes.,32
003000317,Votre réseau alimente de façon permanente 5917 personnes.,5917
003000318,Votre réseau alimente de façon permanente 9888 personnes.,9888
003000320,Votre réseau alimente de façon permanente 4361 personnes.,4361
003000321,Votre réseau alimente de façon permanente 1163 personnes.,1163
003000322,Votre réseau alimente de façon permanente 9 personnes.,9
003000326,Votre réseau alimente de façon permanente 346 personnes.,346
003000327,Votre réseau alimente de façon permanente 160 personnes.,160
003000329,Votre réseau alimente de façon permanente 101 personnes.,101
003000331,Votre réseau alimente de façon permanente 111 personnes.,111
003000332,Votre réseau alimente de façon permanente 17 personnes.,17
003000333,Votre réseau alimente de façon permanente 9 personnes.,9
003000334,Votre réseau alimente de façon permanente 58 personnes.,58
003000336,Votre réseau alimente de façon permanente 1247 personnes.,1247
003000345,Votre réseau alimente de façon permanente 38874 personnes.,38874
003000347,Votre réseau alimente de façon permanente 19444 personnes.,19444
003000350,Votre réseau alimente de façon permanente 2562 personnes.,2562
003000351,Votre réseau alimente de façon permanente 299 personnes.,299
003000352,Votre réseau alimente de façon permanente 91 personnes.,91
003000353,Votre réseau alimente de façon permanente 100 personnes.,100
003000355,Votre réseau alimente de façon permanente 159 personnes.,159
003000356,Votre réseau alimente de façon permanente 75 personnes.,75
003000357,Votre réseau alimente de façon permanente 2554 personnes.,2554
003000358,Votre réseau alimente de façon permanente 3132 personnes.,3132
003000360,Votre réseau alimente de façon permanente 26470 personnes.,26470
003000362,Votre réseau alimente de façon permanente 12320 personnes.,12320
003000363,Votre réseau alimente de façon permanente 774 personnes.,774
003000365,Votre réseau alimente de façon permanente 1812 personnes.,1812
003000366,Votre réseau alimente de façon permanente 9233 personnes.,9233
003000367,Votre réseau alimente de façon permanente 280 personnes.,280
003000368,Votre réseau alimente de façon permanente 14 personnes.,14
